Rank,Corpus ID,Authors,Year,Title,DOI,DSD_variety,DSD_frequency,LSD_variety,LSD_frequency,PSD_variety,PSD_frequency,MSD_variety,MSD_frequency,Score,Matched_Terms
2810,5604,"Onoue, T., Fukuoka-ken. Agricultural Research Center, Chikushino (Japan); Tachibana, F.; Samegai, Y.; Koyama, F.; Teshima, N.; Yamaguchi, S.; Asada, K.",2010,"Seasonal effects of a reduced protein, amino acid-supplemented diet on reduction of urine and nitrogen excretion in finishing pigs",,0,0,0,0,0,0,1,2,0.7,MSD: seasonal*(2)
2811,5696,"Anan, Mitsumasa; Yuge, Kozue; Oohira, Yutaka",2012,Evaluation of water intake rate using the diffusive tank model in the low-lying paddy area,,0,0,0,0,0,0,1,2,0.7,MSD: labor(2)
2812,5890,"Uchida, Tatsuhiko; Fukuoka, Shoji",2014,Numerical calculation for bed variation in compound-meandering channel using depth integrated model without assumption of shallow water flow,,0,0,0,0,0,0,1,2,0.7,MSD: transport*(2)
2813,5908,"Nakahira, K. (Kyushu University, Fukuoka (Japan). Faculty of Agriculture, Institute of Biological Control, Laboratory of Insect Natural Enemies); Iwase, S.; Takagi, M.",2014,Seasonal abundance and oviposition preference of the alfalfa weevil Hypera postica on Vicia sativa subsp. nigra,,0,0,0,0,0,0,1,2,0.7,MSD: seasonal*(2)
2814,6057,"Koarai, A. (NARO Kyushu Okinawa Agricultural Research Center, Chikugo, Fukuoka (Japan)); Hattori, I.; Suzuki, T.; Sumiyoshi, T.; Ohdan, H.; Sato, K.; Kato, N.; Yasuda, K.",2015,Seed viability of paddy weeds ensiled by forage rice,,0,0,0,0,0,0,1,2,0.7,MSD: cattle*(2)
2815,6092,"KAMALA NAYAR; B. RANI, A. SAJEENA*, P. SUKUMARI, JACOB JOHN,",2016,Bovine product based organic preparations - An alternative strategy for eco-friendly management of leaf blight disease of amaranthus,,0,0,0,0,0,0,1,2,0.7,MSD: strateg*(2)
2816,6166,"Llave, Yvan; Takemori, Kenji; Fukuoka, Mika; Takemori, Toshikazu; Tomita, Haruo; Sakai, Noboru",2016,Mathematical modeling of shrinkage deformation in eggplant undergoing simultaneous heat and mass transfer during convection-oven roasting,,0,0,0,0,0,0,1,2,0.7,MSD: transport*(2)
2817,6203,"Fukuda, M. (Kyushu University, Fukuoka (Japan). Faculty of Agriculture); Kawagoe, Y.; Murakami, T.; Washida, H.; Sugino, A.; Nagamine, A.; Okita, T.W.; Ogawa, M.; Kumamaru, T.",2016,The dual roles of the golgi transport 1 (GOT1B): RNA localization to the cortical endoplasmic reticulum and the export of proglutelin and alpha-globulin from the cortical ER to the golgi,,0,0,0,0,0,0,1,2,0.7,MSD: transport*(2)
2818,6424,"Wang, Zhe; Pan, Xiaole; Uno, Itsushi; Chen, Xueshun; Yamamoto, Shigekazu; Zheng, Haitao; Li, Jie; Wang, Zifa",2018,Importance of mineral dust and anthropogenic pollutants mixing during a long-lasting high PM event over East Asia,,0,0,0,0,0,0,1,2,0.7,MSD: transport*(2)
2819,6573,"Yamaguchi, S. (Fukuoka Agriculture and Forestry Research Center, Chikushino, Fukuoka (Japan)); Ohta, T.; Teshima, N.; Asaoka, S.; Baba, T.",2019,"Influence of the “Tachisuzuka” diet, a whole-crop silage rice cultivar with high sugar content, on dry matter intake and milk production in dairy cows",,0,0,0,0,0,0,1,2,0.7,MSD: dairy*(2)
2820,6576,"Kamata, N. (The University of Tokyo (Japan). Graduate School of Agricultural and Life Sciences, The University of Tokyo Forests, The University of Tokyo Hokkaido Forest); Kimura, N.; Iguchi, K.; Fukuoka, S.; Ogawa, H.; Kasahara, H.; Shibano, S.; Takahashi, Y.; Inukai, M.; Sasaki, C.; Kunugi, R.; Sasaki, Y.",2019,Long-term phenology data on woody plants at The University of Tokyo Hokkaido Forest from 1930 to 2010,,0,0,0,0,0,0,1,2,0.7,MSD: researcher*(2)
2821,6606,"Delgado Romero, José A.; Gómez Fernández, Enrique J.; González Grau, Juan Miguel; Ministerio de Economía y Competitividad (España); European Commission; Junta de Andalucía; Consejo Superior de Investigaciones Científicas [https://ror.org/02gfc7t72]",2019,Soil Thermophiles under Adverse Conditions. The Effect of Temperature Cycling on Cell Survival and Growth,,0,0,0,0,0,0,1,2,0.7,MSD: strateg*(2)
2822,6631,"Saika, Azusa; Fukuoka, Tokuma; Koike, Hideaki; Yamamoto, Shūhei; Sugahara, Tomohiro; Sogabe, Atsushi; Kitamoto, Dai; Morita, Tomotake",2020,A putative transporter gene PtMMF1-deleted strain produces mono-acylated mannosylerythritol lipids in Pseudozyma tsukubaensis,,0,0,0,0,0,0,1,2,0.7,MSD: transport*(2)
2823,6647,Yoshinori Kubo; Hideoki Fukuoka; Terue Kawabata; Kumiko Shoji; Chisato Mori; Kenichi Sakurai; Masazumi Nishikawa; Takeshi Ohkubo; Kyoichi Oshida; Naotake Yanagisawa; Yuichiro Yamashiro,2020,Distribution of 5-Methyltetrahydrofolate and Folic Acid Levels in Maternal and Cord Blood Serum: Longitudinal Evaluation of Japanese Pregnant Women,,0,0,0,0,0,0,1,2,0.7,MSD: transport*(2)
2824,6650,"Gayathri, V.; Aiswariya, K.",2020,"Effect of Different Bio-fertilizers on the Chlorophyll, Nitrogen and Vitamin E Content in Arachis hypogeae L. and Sesamum indicum L",,0,0,0,0,0,0,1,2,0.7,MSD: family(2)
2825,6837,"Aher, Satish Bhagwatrao; Lakaria, Brij Lal; Kaleshananda, Swami; Singh, Amar Bahadur",2022,"Yield, nutrient uptake and economics of soybean–wheat cropping system under organic nutrient management in Central India",,0,0,0,0,0,0,1,2,0.7,MSD: cattle*(2)
2826,7045,lndrajit Barman; A. K. Ray; H.P. Maheswarappa,2025,Feasibility of biomass recycling of arecanut based cropping system through vermicompost technology in the farmers’ garden: A participatory assessment,,0,0,0,0,0,0,1,2,0.7,MSD: garden*(2)
2827,7087,"Sharma, Anurag; Devi, Meera; Shukla, Arti; Vikram, Amit",2025,Success story of a natural farmer from Solan district of Himachal Pradesh,,0,0,0,0,0,0,1,2,0.7,MSD: farmer(2)
2828,5,Walker B.L.,2001,Commercial growth and environmental change in early modern Japan: Hachinohe's wild boar famine of 1749,10.2307/2659696,0,0,0,0,0,0,1,1,0.6,MSD: modern(1)
2829,65,Wolfe M.,2012,"Beyond ""green buildings:"" exploring the effects of Jevons' Paradox on the sustainability of archival practices",10.1007/s10502-011-9143-4,0,0,0,0,0,0,1,1,0.6,MSD: systema*(1)
2830,84,"Tomar J.M.S., Das A., Arunachalam A.",2013,Crop response and soil fertility as influenced by green leaves of indigenous agroforestry tree species in a lowland rice system in northeast India,10.1007/s10457-012-9535-3,0,0,0,0,0,0,1,1,0.6,MSD: seasonal*(1)
2831,133,"Minervini F., Celano G., Lattanzi A., Tedone L., de Mastro G., Gobbetti M., de Angelis M.",2015,Lactic acid bacteria in durum wheat flour are endophytic components of the plant during its entire life cycle,10.1128/AEM.01852-15,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2832,149,"Choi S.-G., Wu S., Chu J.",2016,Biocementation for sand using an eggshell as calcium source,10.1061/(ASCE)GT.1943-5606.0001534,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2833,178,"Sharma T.R., Agrawal S.B., Singh N.K.",2017,"Effect of integrated nutrient management on soil fertility, organic carbon and productivity of okra",10.5958/0974-0112.2017.00032.9,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2834,199,"Alimuddin, Subrata D.M., Nurmayulis, Khastini R.O., Arafiyah R.",2018,"Analysis of Chilli Plant Physiology Conventional System, Green House Hydroponic Utilization System Using Fuzzy Logic",10.1088/1757-899X/434/1/012219,0,0,0,0,0,0,1,1,0.6,MSD: discussion*(1)
2835,201,"Scott E.R., Orians C.M.",2018,Differential changes in tea quality as influenced by insect herbivory,10.1007/978-981-13-2140-5_10,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2836,243,"Quiroz M., Céspedes C.",2019,Bokashi as an Amendment and Source of Nitrogen in Sustainable Agricultural Systems: a Review.,10.1007/s42729-019-0009-9,0,0,0,0,0,0,1,1,0.6,MSD: systema*(1)
2837,311,"Jang J.-H., Lee K.-H., Nho J.-H., Lee H.-J., Yang B.-D., Park H., Cho H.-W., An B.-K., Kim S.-R., Yong J.-H., Park R.-D., Jung H.-K.",2020,Effect of lactobacillus casei fermented senna tora L. Seeds and its active compound via muscarinic M3 signaling on the improvement of intestinal function in rats,10.3839/jabc.2020.048,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2838,313,"Li X., Ding C., Bu H., Han L., Ma P., Su D.",2020,Effects of submergence frequency on soil C:N:P ecological stoichiometry in riparian zones of Hulunbuir steppe,10.1007/s11368-019-02533-x,0,0,0,0,0,0,1,1,0.6,MSD: discussion*(1)
2839,314,"Zamyatin S.A., Maksimova R.B., Zolotareva R.I., Udalova E.Yu., Maksimov V.A., Manishkin S.G.",2020,Efficiency of application of granulated organic fertilizers based on chicken manure in the cultivation of spring wheat,10.1088/1755-1315/548/2/022018,0,0,0,0,0,0,1,1,0.6,MSD: modern(1)
2840,322,"Ahmad K.S., Gul P.",2020,Fungicide isopyrazam degradative response toward extrinsically added fungal and bacterial strains,10.1002/jobm.201900687,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2841,368,"Sivanesan I., Muthu M., Gopal J., Tasneem S., Kim D.-H., Oh J.-W.",2021,A fumigation-based surface sterilization approach for plant tissue culture,10.3390/ijerph18052282,0,0,0,0,0,0,1,1,0.6,MSD: knowledge(1)
2842,386,"Ekabote S.D., Pruthviraj, Divyajyothi U., Nalina S.O.",2021,"Bio-efficacy and phytotoxicity of cymoxanil 8%+mancozeb 64% wp against downy mildew (Peronospora destructor), purple blotch (alternaria porri) and stemphylium blight of onion",10.5958/2249-524X.2021.00013.3,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2843,398,"Manjunatha T., Puttaswamaiah S.",2021,Comparative Economic Analysis of Organic and Conventional Farming in Karnataka,10.35716/IJED/21106,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2844,407,"Montemurro N., Joedicke J., Pérez S.",2021,Development and application of a QuEChERS method with liquid chromatography-quadrupole time of flight-mass spectrometry for the determination of 50 wastewater-borne pollutants in earthworms exposed through treated wastewater,10.1016/j.chemosphere.2020.128222,0,0,0,0,0,0,1,1,0.6,MSD: knowledge(1)
2845,422,"Yusuf R., Fuadi I., Istina I.N., Swastika S., Fahri A.",2021,"Extract of fermentated plants to increased content of vitamin c, total phenol and antioxidant of mustard greens",10.1088/1755-1315/803/1/012022,0,0,0,0,0,0,1,1,0.6,MSD: garden*(1)
2846,429,"Nur Faezah O., Nurul Najihah S.A., Nakasha J.J., Suhaili M.Y.",2021,Fish amino acid application to improve growth performance and yield of Chinese Kale (Brassica oleracea),10.37855/jah.2021.v23i02.30,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2847,431,"Aman F., Ara N., Shah S.M.A.",2021,Genetic Diversity Among Pea (Pisum sativum L.) Genotypes for Maturity and Yield Traits,10.17582/journal.sja/2021/37.2.386.397,0,0,0,0,0,0,1,1,0.6,MSD: garden*(1)
2848,454,"Suganya T., Renuga Devi N., Vignesh S., Rajendran S., Dorothy R., Nguyen T.A.",2021,Microbiology in agriculture: An introduction,10.1016/B978-0-12-824554-5.00023-9,0,0,0,0,0,0,1,1,0.6,MSD: modern(1)
2849,472,"Jatoi A.S., Hashmi Z., Adriyani R., Yuniarto A., Mazari S.A., Akhter F., Mubarak N.M.",2021,Recent trends and future challenges of pesticide removal techniques - A comprehensive review,10.1016/j.jece.2021.105571,0,0,0,0,0,0,1,1,0.6,MSD: seasonal*(1)
2850,483,"Gowthaman S., Kumari Nawarathna T.H., Nayanthara P.G.N., Nakashima K., Kawasaki S.",2021,"The Amendments in Typical Microbial Induced Soil Stabilization by Low-Grade Chemicals, Biopolymers and Other Additives: A Review",10.1007/978-981-16-1706-5_4,0,0,0,0,0,0,1,1,0.6,MSD: researcher*(1)
2851,536,Ajl M.,2022,Everything Stays the Same while Everything Changes,10.1111/dech.12732,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2852,544,"Newerli-Guz J., Śmiechowska M.",2022,Health Benefits and Risks of Consuming Spices on the Example of Black Pepper and Cinnamon,10.3390/foods11182746,0,0,0,0,0,0,1,1,0.6,MSD: knowledge(1)
2853,548,"Saini A., Manuja S., Kumar S., Hafeez A., Ali B., Poczai P.",2022,"Impact of Cultivation Practices and Varieties on Productivity, Profitability, and Nutrient Uptake of Rice (Oryza sativa L.) and Wheat (Triticum aestivum L.) Cropping System in India",10.3390/agriculture12101678,0,0,0,0,0,0,1,1,0.6,MSD: adoption*(1)
2854,552,"Joshi P., Siddaiah N.S., Dixit A.",2022,Impact of different management systems on soil quality of farms in a semi-arid tropical setting,10.1080/03067319.2020.1811266,0,0,0,0,0,0,1,1,0.6,MSD: farmer(1)
2855,556,"Gopal V., Gurusiddappa L.H.",2022,Influence of Jeevamrutha (Fermented Liquid Manure) on Growth and Yield Parameters of Tomato (Solanum LycopersicumL.),10.51847/WFD516GS8o,0,0,0,0,0,0,1,1,0.6,MSD: cattle*(1)
2856,622,"Trivedi V.L., Soni R., Dhyani P., Sati P., Tejada S., Sureda A., Setzer W.N., Faizal Abdull Razis A., Modu B., Butnariu M., Sharifi-Rad J.",2023,Anti-cancer properties of boswellic acids: mechanism of action as anti-cancerous agent,10.3389/fphar.2023.1187181,0,0,0,0,0,0,1,1,0.6,MSD: researcher*(1)
2857,655,Prill S.E.,2023,ECOTHEOLOGY,10.4324/9780429455322-23,0,0,0,0,0,0,1,1,0.6,MSD: discussion*(1)
2858,659,"Khan S., Masoodi T.H., Islam M.A., Arjumand T., Raja A., Parrey A.A., Pallavi A., Bhat J.H.",2023,Ecosystem Degradation to Restoration: A Challenge,10.1007/978-3-031-44397-8_2,0,0,0,0,0,0,1,1,0.6,MSD: people*(1)
2859,660,"Kamal N., Parshad J., Saharan B.S., Kayasth M., Mudgal V., Duhan J.S., Mandal B.S., Sadh P.K.",2023,Ecosystem Protection through Myco-Remediation of Chromium and Arsenic,10.3390/jox13010013,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2860,688,"Sood R., Katna G., Chand U., Sood V.K.",2023,G × E interaction studies under natural farming and inorganic production system in maize (Zea mays L.),10.37992/2023.1404.175,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2861,690,"Jaffri S.B., Ahmad K.S.",2023,Genetically Modified Plants for Phytoremediation Biotechnological Microbial Remediants: Enhanced Pedospheric Detoxification Accomplished via Transgenic Plants,10.1201/9781003052982-8,0,0,0,0,0,0,1,1,0.6,MSD: urbaniz*(1)
2862,691,"Thakur G., Paul S., Katna G., Chandel U.",2023,Genotype by environment (G × E) interaction analysis for seed yield and other contributing traits in linseed (Linum usitatissimum L.) across conventional and zero budget natural farming production systems in north-western Himalayas,10.31742/ISGPB.83.4.12,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2863,732,"Thakur M., Aulakh C.S., Sidhu A.S.",2023,Productivity and economic feasibility of vegetable-based cropping system under organic and natural farming conditions in Indo-Gangetic plains of India,10.58993/ijh/2023.80.4.13,0,0,0,0,0,0,1,1,0.6,MSD: modern(1)
2864,737,"Raja R., Slaughter D.C., Fennimore S.A., Siemens M.C.",2023,Real-time control of high-resolution micro-jet sprayer integrated with machine vision for precision weed control,10.1016/j.biosystemseng.2023.02.006,0,0,0,0,0,0,1,1,0.6,MSD: researcher*(1)
2865,748,"Sharma A., Dogra S., Thakur B., Yadav J., Soni R., Soni S.K.",2023,Separate Hydrolysis and Fermentation of Kitchen Waste Residues Using Multi-Enzyme Preparation from Aspergillus niger P-19 for the Production of Biofertilizer Formulations,10.3390/su15129182,0,0,0,0,0,0,1,1,0.6,MSD: adopting*(1)
2866,785,"Vickram A.S., Shofia S.I., Palanivelu J., Karishma S., A S., Yaashikaa P.R.",2024,A comprehensive analysis and exploration of the recent developments in the utilization of genetically modified microorganisms for the remediation of hazardous dye pollutants,10.1016/j.gsd.2024.101315,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2867,812,"Saini A., Manuja S., Upadhyay R.G., Manhas S., Sahoo C., Singh G., Sharma R.P., Johnson R., Joel J.M., Puthur J.T., Imran M., Fayezizadeh M.R.",2024,"Assessing the effect of soil cultivation methods and genotypes on crop yield components, yield and soil properties in wheat (Triticum aestivum L.) and Rice (Oryza sativa L.) cropping system",10.1186/s12870-024-05001-y,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2868,844,"Zieliński M., Wrzaszcz W., Sobierajewska J., Adamski M.",2024,"Development and Effects of Organic Farms in Poland, Taking into Account Their Location in Areas Facing Natural or Other Specific Constraints",10.3390/agriculture14020297,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2869,861,"Milke F., Rodas-Gaitan H., Meissner G., Masson V., Oltmanns M., Möller M., Wohlfahrt Y., Kulig B., Acedo A., Athmann M., Fritz J.",2024,Enrichment of putative plant growth promoting microorganisms in biodynamic compared with organic agriculture soils,10.1093/ismeco/ycae021,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2870,878,"Bhandary S., Gupta Y.D., Chakraborty R.",2024,Forest fungi nanotechnology and their applications,10.1016/B978-0-443-18870-1.00026-3,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2871,894,"Chen C., Ai C., Cheng W., Huang H., Hou Y., Deng X., Li S., Liu Y., Xu P., Mao Y.",2024,Impact of Dietary Variations on Kuruma Shrimp (Penaeus japonicus) Assessed through Individual-Based Rearing and Insights into Individual Differences,10.3390/ani14152267,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2872,900,"Saini A., Manuja S., Singh G., Sahoo C., Shilpa, Singh A., Guleria A., Kumar M., Bhardwaj B.",2024,Impact of tillage methods and cultivars on phenology & productivity of wheat-rice system under irrigated conditions,10.14719/pst.4312,0,0,0,0,0,0,1,1,0.6,MSD: adoption*(1)
2873,908,"Sagar S., Singh A., Bala J., Chauhan R., Kumar R., Bhatia R.K., Walia A.",2024,Insights into Cow Dung-Based Bioformulations for Sustainable Plant Health and Disease Management in Organic and Natural Farming System: a Review,10.1007/s42729-023-01558-z,0,0,0,0,0,0,1,1,0.6,MSD: modern(1)
2874,909,"Kumar A., Singh R., Babu S., Avasthe R.K., Das A., Pandey A., Gudade B.A., Devadas R., Saha S., Rathore S.S.",2024,Integrated organic nutrient management: a sustainable approach for cleaner maize (Zea mays L.) production in the Indian Himalayas,10.1007/s13165-024-00471-8,0,0,0,0,0,0,1,1,0.6,MSD: adopting*(1)
2875,913,"Boutin S., Lussier E., Laforest-Lapointe I.",2024,Investigating the spatiotemporal dynamics of apple tree phyllosphere bacterial and fungal communities across cultivars in orchards,10.1139/cjm-2023-0215,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2876,929,"Arora J., Kumari A., Ranjan A., Rajput V.D., Shende S., Prazdnova E.V., Mandzhieva S.S., Sushkova S., Minkina T., Chauhan A., Srivastav R., Jindal T.",2024,Microbial Adaptation in Different Extreme Environmental Conditions and Its Usefulness in Differently Polluted Soil,10.1007/978-3-031-70203-7_3,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2877,937,"Ahmad K.S., Bibi Jaffri S., Jabeen A.",2024,Nanotools-Coupled Phytoremediation: Auspicious Technology for the Detoxification of Contaminated Pedospheric Matrices,10.1201/9781003186298-10,0,0,0,0,0,0,1,1,0.6,MSD: strateg*(1)
2878,957,"Rossi G., Beni C., Neri U.",2024,Organic Mulching: A Sustainable Technique to Improve Soil Quality,10.3390/su162310261,0,0,0,0,0,0,1,1,0.6,MSD: garden*(1)
2879,992,"Singh S., Singh A.B., Mandal A., Thakur J.K., Sinha N.K., Das A., Elanchezhian R., Rajput P.S., Sharma G.K.",2024,"Response of Nature-Based and Organic Farming Practices on Soil Chemical, Biological Properties and Crop Physiological Attributes under Soybean in Vertisols of Central India",10.1134/S106422932460012X,0,0,0,0,0,0,1,1,0.6,MSD: adopting*(1)
2880,1010,"Biswas S., Das R., Thakur A., Mahto A., Mahto A.K.",2024,Standardization of Organically Chickpea Cultivation in Red and Lateritic Soils Through Sole and Combined Uses of Bulky Organic Manures,10.1007/s42729-024-02099-9,0,0,0,0,0,0,1,1,0.6,MSD: researcher*(1)
2881,1057,"Manikantha Chowdary G.B.S., Sutha Raja Kumar R., John Christopher D.",2025,A comprehensive study on synergistic effects of antagonistic endophytes and organic formulations on the management of chilli anthracnose,10.1007/s42360-025-00852-3,0,0,0,0,0,0,1,1,0.6,MSD: societ*(1)
2882,1074,O’Garra T.,2025,Agroecology benefits people and planet,10.1038/s41559-025-02854-w,0,0,0,0,0,0,1,1,0.6,MSD: people*(1)
2883,1127,"Avnee, Rana R.S., Manuja S.",2025,Comparative Evaluation of Evapotranspiration Models for Irrigation Scheduling in Garden Pea,10.1007/s40003-025-00905-z,0,0,0,0,0,0,1,1,0.6,MSD: garden*(1)
2884,1131,"Nthebere K., Prakash T.R., Bhimireddy P., Chandran L.P., Gudapati J., Admala M., Prasad K.",2025,Conservation agricultural practices promoted arbuscular mycorrhizal fungal colonization and glomalin content on sandy clay loam of southern India,10.1016/j.heliyon.2024.e41196,0,0,0,0,0,0,1,1,0.6,MSD: implemented*(1)
